标题,开发商,房子信息,发布信息,售价/万,单价
中华园大三房 户型方正 采光通风好 满五唯一税费低,中华园教师村 -鹤山市,3室2厅 | 106.59平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,1人关注 / 12天以前发布,19.5,"1,830元/平"
东方雅居 精品四房两厅三卫 拎包入住,东方雅居 -北新区,4室2厅 | 138.53平米 | 北 | 精装 | 高楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,139.5,"10,071元/平"
天宁路  珠江帝景湾  3代同堂 5室2厅2卫 南北对流,珠江帝景湾 -白沙农林,5室2厅 | 191.68平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,7人关注 / 一年前发布,170,"8,869元/平"
房子带装修，保养新净，配套实施齐全，交通便利,十里方圆―芳菲庭园 -鹤山市,5室2厅 | 188平米 | 东南 | 精装 | 高楼层(共4层)  | 平房,6人关注 / 10个月以前发布,160,"8,511元/平"
业主说这是一套有福气的房子，儿女双全，家庭和睦。,碧桂园天汇 -鹤山市,4室2厅 | 142平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,150,"10,564元/平"
电梯小区管理，南北对流，交通方便,都市广场 -白沙农林,3室2厅 | 108平米 | 南 | 精装 | 高楼层(共10层)  | 塔楼,0人关注 / 10个月以前发布,72,"6,667元/平"
碧桂园精装双拼别墅，大花园，位置靓，单价低。,碧桂园星语 -鹤山市,4室2厅 | 213平米 | 东 | 精装 | 低楼层(共3层)  | 塔楼,5人关注 / 一年前发布,268,"12,583元/平"
碧桂园水畔翠庭大户型南向中高层,碧桂园-水畔翠庭 -鹤山市,4室2厅 | 164平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,82,"5,000元/平"
峻廷湾联排别墅精装四房，带花园，保养新，可拎包入住,峻廷湾御湖 -鹤山市,4室2厅 | 205平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,4人关注 / 一年前发布,265,"12,927元/平"
碧桂园天誉精，精装家电齐全，保养新静，全新未入住过,碧桂园天誉 -鹤山市,4室2厅 | 165平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,150,"9,091元/平"
滨江一号！中层视野开阔，小区景色！精装拎包入住！,碧桂园滨江壹号 -滨江新区,3室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,180,"15,127元/平"
保利三期中悦花园，中楼层方正3房带装修,保利·中悦花园 -滨江新区,3室2厅 | 89.5平米 | 南 | 简装 | 低楼层(共33层)  | 平房,1人关注 / 一年前发布,115,"12,850元/平"
复式大面积，业主置换诚意出售。,中心花园 -中心城区,3室2厅 | 159平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,4人关注 / 一年前发布,80,"5,032元/平"
恒大御景半岛，精装三房，家电家电齐全，拧包入住！,恒大御景半岛 -礼乐,3室2厅 | 92平米 | 南 | 精装 | 中楼层(共32层)  | 暂无数据,2人关注 / 一年前发布,100,"10,870元/平"
装修靓保养好，户型实用，交通便利，配套完善。,东升邨 -鹤山市,2室2厅 | 87.4平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,43,"4,920元/平"
鹤山嘉悦名都 双公园景观  近鹤山广场,嘉悦名都 -鹤山市,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,30人关注 / 一年前发布,50,"4,717元/平"
东方雅居 3室2厅 南,东方雅居 -北新区,3室2厅 | 89.9平米 | 南 | 毛坯 | 低楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,100,"11,124元/平"
大泽碧桂园山湖湾4房2厅2卫145平方、售120万、环境好,大泽碧桂园山湖湾 -其他城区,4室2厅 | 145平米 | 东南 | 精装 | 低楼层(共18层)  | 暂无数据,5人关注 / 一年前发布,94.5,"6,518元/平"
义乌旁凤山水岸小区位置楼层装修靓,凤山水岸 -双龙,5室2厅 | 178.46平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,198,"11,095元/平"
星河花园健步6楼复式带顶，精装4房2厅3卫，拎包入住,星河花园 -双龙,5室2厅 | 184平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,131,"7,120元/平"
珠江帝景湾，精装，南北对流，5房,珠江帝景湾 -白沙农林,5室2厅 | 165平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 一年前发布,182,"11,031元/平"
楼层好，视野宽阔，采光充足，有一间空中花园,新会碧桂园·南湖郡 -枢纽新城,4室2厅 | 132.49平米 | 南 北 | 简装 | 高楼层(共30层)  | 塔楼,103人关注 / 一年前发布,196.9,"14,862元/平"
碧桂园天誉 电梯房 4房 精装修 南向,碧桂园天誉 -鹤山市,4室2厅 | 138平米 | 东南 | 精装 | 低楼层(共33层)  | 塔楼,1人关注 / 一年前发布,119,"8,624元/平"
恒大御景半岛  精装 诚意出售,恒大御景半岛 -礼乐,3室2厅 | 121平米 | 东南 | 精装 | 高楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,125,"10,331元/平"
保利二期 五+1户型 中间层 景观优美！,保利中央花园中韵 -鹤山市,5室1厅 | 139.8平米 | 东南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,128,"9,156元/平"
江海碧桂园，低层，首付17万，品牌开发商，严谨物业,江海碧桂园 -外海,2室2厅 | 70平米 | 南 | 精装 | 低楼层(共25层)  | 板塔结合,20人关注 / 一年前发布,78,"11,143元/平"
精装，电梯中层，户型好，配套完善，双紫茶,帕佳图嘉悦名都 -北新区,4室2厅 | 159平米 | 南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 一年前发布,145,"9,120元/平"
市区大型小区，小区中间位置，南北对流，拎包入住,珠江帝景湾 -白沙农林,5室2厅 | 163.43平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,162,"9,913元/平"
九章 4房2厅双阳台 全新带装未入住 唯一,十里方圆―九章 -鹤山市,4室2厅 | 134.29平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,26人关注 / 一年前发布,102,"7,596元/平"
芳邻3期高人气小区，精装修，南北对流光线好通风,碧桂园-芳邻3期 -鹤山市,4室2厅 | 172.69平米 | 北 | 精装 | 低楼层(共3层)  | 暂无数据,3人关注 / 一年前发布,180,"10,424元/平"
嘉悦名都名校一号  三房两厅  毛坯可塑性强,帕佳图嘉悦名都 -北新区,3室2厅 | 132.34平米 | 南 | 毛坯 | 低楼层(共16层)  | 塔楼,2人关注 / 一年前发布,143,"10,806元/平"
房屋采光充足，格局方正，配套齐全，交通便利,碧桂园星语 -鹤山市,4室2厅 | 213.35平米 | 北 | 精装 | 3层  | 板楼 | 独栋别墅 ,1人关注 / 5个月以前发布,268,"12,562元/平"
低首期 嘉悦名都  装修靓   格局好  南北对流,嘉悦名都 -鹤山市,4室2厅 | 143平米 | 东南 | 精装 | 高楼层(共8层)  | 暂无数据,1人关注 / 6个月以前发布,65.8,"4,602元/平"
保利二期4房 楼层靓 位置好 业主诚意出售 看中可谈,保利中央花园中韵 -鹤山市,4室2厅 | 128平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,124.5,"9,727元/平"
岭南印象复式楼 带装修 含车位 业主诚意出售,岭南印象 -双龙,6室2厅 | 102.86平米 | 东南 | 精装 | 低楼层(共22层)  | 板塔结合,2人关注 / 一年前发布,150,"14,583元/平"
实用面积大，得房率高，居住安静，光线充足，视野宽阔,东成苑 -白沙农林,4室2厅 | 145平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,107,"7,380元/平"
阳台无遮挡，保养新净，满五唯一 汇悦城旁  双阳台,怡康华庭 -北新区,4室2厅 | 131.58平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 1个月以前发布,136,"10,336元/平"
东方雅居，中层毛坯南向港式横厅，万达旁19年次新小区,东方雅居 -北新区,3室2厅 | 98.5平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 塔楼,2人关注 / 一年前发布,113.9,"11,564元/平"
滨江新区嘉悦名都壹号中层，方正,帕佳图嘉悦名都 -北新区,4室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共16层)  | 塔楼,3人关注 / 一年前发布,145,"12,084元/平"
滨江新城海逸城邦品质小区，中层，毛坯,海逸城邦 -北新区,3室2厅 | 90.3平米 | 北 | 毛坯 | 中楼层(共31层)  | 塔楼,0人关注 / 一年前发布,130,"14,397元/平"
低楼层小户型带范罗岗，三房适合小年轻,保利·中宇花园 -滨江新区,3室2厅 | 90.11平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,107,"11,875元/平"
阳台无遮挡，保养新净，满五唯一 汇悦城旁  双阳台,怡康华庭 -北新区,4室2厅 | 131.58平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 1个月以前发布,136,"10,336元/平"
益华商圈 位置优越 满五唯一 免双税 诚心出售,金汇豪庭 -北新区,4室2厅 | 184平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,13人关注 / 一年前发布,170,"9,240元/平"
华茵桂语  135万 99.3方，中低楼层,华茵桂语 -滨江新区,3室2厅 | 99.37平米 | 南 | 毛坯 | 低楼层(共22层)  | 塔楼,0人关注 / 一年前发布,126,"12,680元/平"
北新区精装三房房 带家私家电 ，配套完善，拎包入住,世纪花源 -北新区,3室2厅 | 116.16平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 8个月以前发布,121,"10,417元/平"
紫茶旁 ，成熟区域 ，近万达，交通方便,上城·骏园 -北新区,4室2厅 | 148平米 | 南 | 精装 | 高楼层(共12层)  | 平房,0人关注 / 8个月以前发布,229.4,"15,500元/平"
益华后 嘉盛华庭 高档小区 装修舒适,嘉盛华庭 -北新区,4室2厅 | 120平米 | 西 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,150,"12,500元/平"
滨江新区  电梯毛坯中楼层  户型方正  配套完善,灏昌园 -滨江新区,3室2厅 | 97平米 | 西南 | 毛坯 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,107,"11,031元/平"
东方雅居，中层毛坯南向港式横厅，万达旁19年次新小区,东方雅居 -北新区,3室2厅 | 98.5平米 | 南 北 | 毛坯 | 中楼层(共15层)  | 塔楼,2人关注 / 一年前发布,113.9,"11,564元/平"
滨江新区嘉悦名都壹号中层，方正,帕佳图嘉悦名都 -北新区,4室2厅 | 120平米 | 南 | 毛坯 | 高楼层(共16层)  | 塔楼,3人关注 / 一年前发布,145,"12,084元/平"
滨江新城海逸城邦品质小区，中层，毛坯,海逸城邦 -北新区,3室2厅 | 90.3平米 | 北 | 毛坯 | 中楼层(共31层)  | 塔楼,0人关注 / 一年前发布,130,"14,397元/平"
地段好  出入方便  诚心出售 欢迎约看,白石大道136号 -北新区,4室2厅 | 266平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,306.2,"11,512元/平"
视野广阔，采光好，配套成熟，交通便利,奥园益丞国际广场 -北新区,5室2厅 | 143平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,2人关注 / 一年前发布,206,"14,406元/平"
育德温馨精装房！家私电齐全！拎包入住！！！！,金汇豪庭 -北新区,6室3厅 | 299.99平米 | 南 | 精装 | 高楼层(共11层)  | 塔楼,11人关注 / 一年前发布,341,"11,368元/平"
江门奥园，精装4房，朝南，满五唯一，免双税,江门奥园冠军城 -双龙,4室2厅 | 137平米 | 东南 南 | 精装 | 中楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,135,"9,855元/平"
嘉悦名都   大面积  正规4房,帕佳图嘉悦名都 -北新区,4室2厅 | 138平米 | 南 | 毛坯 | 低楼层(共16层)  | 塔楼,1人关注 / 一年前发布,165.6,"12,000元/平"
"11图
五邑锦绣嚎庭 电梯洋房朝南4房2厅",五邑锦绣豪庭 -滨江新区,3室2厅 | 159平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 塔楼,1人关注 / 一年前发布,120,"7,548元/平"
万达写字楼有露天免费小车位配备地下停车场随时可看！,万达广场 -北新区,1室0厅 | 193平米 | 南 | 精装 | 中楼层(共45层)  | 塔楼,1人关注 / 一年前发布,211,"10,933元/平"
凤山水岸别墅，4房3厅，户型格局好,凤山水岸 -双龙,4室3厅 | 242平米 | 东南 | 精装 | 低楼层(共4层)  | 塔楼,10人关注 / 一年前发布,280,"11,571元/平"
新华城户型靓楼层好小区管理 生活方便 业主诚心出售！,鹤山新华城 -鹤山市,4室2厅 | 133.33平米 | 南 北 | 精装 | 中楼层(共30层)  | 塔楼,3人关注 / 一年前发布,118,"8,851元/平"
小区环境好24小时有保安巡逻，人车分流 国家一级物业,越秀星汇名庭 -鹤山市,4室2厅 | 135平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 2个月以前发布,91,"6,741元/平"
蓬江区越秀星汇名庭，4房北新区,越秀·星汇名庭 -北新区,4室2厅 | 155平米 | 南 | 毛坯 | 低楼层(共31层)  | 塔楼,8人关注 / 一年前发布,230,"14,839元/平"
嘉悦*都*校一号，四房两厅三卫，毛坯。,帕佳图嘉悦名都 -北新区,4室2厅 | 173平米 | 东南 | 毛坯 | 高楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,195,"11,272元/平"
莱茵华庭  望天沙河景观视野开阔  望别墅区环境优美,莱茵华庭 -北新区,4室2厅 | 140.33平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 3个月以前发布,196.5,"14,003元/平"
新华城小区内部4房，动静分区，南向对小区花园,鹤山新华城 -鹤山市,4室2厅 | 133平米 | 西南 | 毛坯 | 中楼层(共30层)  | 塔楼,1人关注 / 一年前发布,110,"8,271元/平"
保利中景中间楼层，大户型精装修，钥匙在手随时看！,保利中央公园 -鹤山市,4室2厅 | 128平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,8人关注 / 一年前发布,125,"9,766元/平"
岭江一品，滨江新区带150平+露台，打造您的空中花园。,岭江一品 -滨江新区,4室2厅 | 168平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 塔楼,2人关注 / 一年前发布,200,"11,905元/平"
中环广场 中高层3房2厅特价出售,名门壹号花园 -河南,3室2厅 | 97.48平米 | 东南 | 精装 | 高楼层(共31层)  | 塔楼,8人关注 / 一年前发布,120,"12,311元/平"
双紫茶 精装修大4房 南北对流采光好 配套完善交通便利,凯城一品 -滨江新区,4室2厅 | 142.44平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,2人关注 / 一年前发布,143.5,"10,075元/平"
五邑锦绣豪庭 6室2厅 南,五邑锦绣豪庭 -滨江新区,6室2厅 | 213平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,1人关注 / 一年前发布,200,"9,390元/平"
新华城小区内部4房，动静分区，南向对小区花园,鹤山新华城 -鹤山市,4室2厅 | 133平米 | 西南 | 毛坯 | 中楼层(共30层)  | 塔楼,1人关注 / 一年前发布,110,"8,271元/平"
保利中景中间楼层，大户型精装修，钥匙在手随时看！,保利中央公园 -鹤山市,4室2厅 | 128平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,8人关注 / 一年前发布,125,"9,766元/平"
凤山水岸，精装，朝南，3房2厅2卫，拎包入住,凤山水岸 -双龙,3室2厅 | 131.26平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 一年前发布,119,"9,066元/平"
范罗岗保利大都汇，拎包入住精装带家私家电 三房,保利·中悦花园 -滨江新区,3室2厅 | 89.78平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,111.5,"12,420元/平"
桐林人家 不靠路 大别墅 业主诚心出售,碧桂园-桐林人家 -鹤山市,5室2厅 | 306平米 | 东南 | 毛坯 | 低楼层(共3层)  | 暂无数据,1人关注 / 4个月以前发布,268,"8,759元/平"
中环广场 中高层3房2厅特价出售,名门壹号花园 -河南,3室2厅 | 97.48平米 | 东南 | 精装 | 高楼层(共31层)  | 塔楼,8人关注 / 一年前发布,120,"12,311元/平"
双紫茶 精装修大4房 南北对流采光好 配套完善交通便利,凯城一品 -滨江新区,4室2厅 | 142.44平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,2人关注 / 一年前发布,143.5,"10,075元/平"
五邑锦绣豪庭 6室2厅 南,五邑锦绣豪庭 -滨江新区,6室2厅 | 213平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,1人关注 / 一年前发布,200,"9,390元/平"
花园里独栋大别墅，花园里花园空间很大,花园里A区 -鹤山市,7室2厅 | 468平米 | 东南 | 毛坯 | 3层  | 暂无数据 | 独栋别墅 ,3人关注 / 7个月以前发布,705,"15,065元/平"
市区三房，生活方便，通风透亮业主成心出售,华山苑 -鹤山市,3室2厅 | 94平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,6人关注 / 一年前发布,21.8,"2,320元/平"
北新区，翠林新苑1楼电梯房，汇悦隔壁,翠林苑 -北新区,4室2厅 | 118.9平米 | 东南 | 精装 | 低楼层(共17层)  | 塔楼,1人关注 / 一年前发布,146,"12,280元/平"
满五唯一税费低  大平层，豪 华装修！,凯旋城 -鹤山市,4室2厅 | 165平米 | 东 东南 | 精装 | 低楼层(共13层)  | 塔楼,6人关注 / 8个月以前发布,120,"7,273元/平"
保利中央花园中韵 中间楼层，视野开阔.通风好,保利中央花园中韵 -鹤山市,4室2厅 | 126平米 | 北 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 一年前发布,111,"8,810元/平"
保利一期  精装大四房  低楼层,保利中央公园 -鹤山市,4室2厅 | 117平米 | 东南 | 精装 | 低楼层(共30层)  | 板楼,6人关注 / 一年前发布,100,"8,548元/平"
碧桂园天汇  业主诚意出售  3房2厅  实用大三房,碧桂园天汇 -鹤山市,3室2厅 | 108平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 一年前发布,92,"8,519元/平"
凤山二期 电梯中层 毛坯 小区环境优美 生活便利,凤山水岸2期誉城 -双龙,4室2厅 | 131.44平米 | 南 | 毛坯 | 高楼层(共22层)  | 暂无数据,5人关注 / 一年前发布,135,"10,271元/平"
