标题,开发商,房子信息,发布信息,售价/万,单价
房子是电梯房适合养老人居住人文素质高,蓝天中央公园 -市政府商圈,2室2厅 | 94.26平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 15天以前发布,57.5,"6,101元/平"
鼎立B区小高层，精装修，带大露台和储藏室，看房方便,鼎立国际城B区 -鼎立商圈,3室2厅 | 104.84平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,93.9,"8,957元/平"
临西湖品质小区，观湖效果很不错....,西湖印象 -橄榄城商圈,3室2厅 | 103.97平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,2人关注 / 3个月以前发布,111.9,"10,763元/平"
三室两厅，户型好，采光充足，好赞好房,雅庭花园 -顺河商圈,3室2厅 | 134.81平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 6个月以前发布,70,"5,193元/平"
两室一厅，位置好，低楼层一楼，价格合适,三教堂东街 -顺河商圈,2室1厅 | 60平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,14人关注 / 一年前发布,25.8,"4,300元/平"
房子三室朝阳，户型方正，简单装修，拎包入住,嘉泰花苑 -市政府商圈,3室2厅 | 140.84平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,30人关注 / 一年前发布,66,"4,687元/平"
仪北小区一楼 两室一厅 另有一间房  壁挂炉暖气,仪北小区 -顺河商圈,2室2厅 | 42.67平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,5人关注 / 11个月以前发布,24.5,"5,742元/平"
洋一 碧水蓝城 一楼带院 带下沉 精装大四房 看房方便,碧水蓝城一期 -集英街商圈,4室2厅 | 121.42平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,16人关注 / 一年前发布,157.5,"12,972元/平"
此房满五年，2室朝阳 配套设施齐全 交通方便,公园路13号院 -海洋馆商圈,2室2厅 | 110.32平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,47,"4,261元/平"
金明大道，精装中的精装，拎包即住!,中大翡翠园 -开元商圈,3室2厅 | 124.66平米 | 南 北 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 4个月以前发布,99,"7,942元/平"
房子是精装修，采光充足，交通便利，,京苑小区 -海洋馆商圈,3室2厅 | 140.87平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,79,"5,609元/平"
中城花园一楼 位置好四室全明户型 采光很好 生活便利,中城花園 -相国寺商圈,4室3厅 | 158.09平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,5人关注 / 一年前发布,142,"8,983元/平"
房子楼层好，采光充足，公摊面积小，得房率高,祥和苑(重工路) -顺河商圈,3室1厅 | 93.28平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,56,"6,004元/平"
诚售！一楼带大庭院 精装修 户型好 采光好,绿都上河城 -顺河商圈,3室1厅 | 121.87平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,4人关注 / 11个月以前发布,120,"9,847元/平"
诚售！仪北街 中间楼层 三室户型 水电气齐全 可按揭,仪北街 -顺河商圈,3室1厅 | 55.49平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,6人关注 / 5个月以前发布,20,"3,605元/平"
户型方正，产权清晰，有本无大税，随时过户,圣桦城 -青年城商圈,3室2厅 | 103.28平米 | 南 | 其他 | 中楼层(共34层)  | 板塔结合,3人关注 / 5个月以前发布,68.5,"6,633元/平"
老城区中的低楼层 小区才改造过 房子维护的挺不错,板桥小区 -相国寺商圈,3室1厅 | 93.29平米 | 西 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,49,"5,253元/平"
两室两厅，精装修，拎包入住，楼层低，位置佳,蔚蓝加州 -顺河商圈,2室2厅 | 92.67平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,2人关注 / 4个月以前发布,67,"7,230元/平"
急售，急售，三室两厅，大三房，户型合理,体校家属院 -龙亭商圈,3室2厅 | 100.15平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 4个月以前发布,54,"5,392元/平"
户型方正，小区环境优美，随时看房。,恒大东汇名城 -万达商圈,3室2厅 | 86.62平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,3人关注 / 7个月以前发布,65,"7,505元/平"
精装三室边户，全天采光带家具家电拎包,青年城 -青年城商圈,3室2厅 | 92平米 | 西 | 其他 | 中楼层(共24层)  | 板塔结合,0人关注 / 12天以前发布,65,"7,066元/平"
未来美好家园 3室2厅 南,未来美好家园 -龙亭商圈,3室2厅 | 118.7平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,76,"6,403元/平"
精装四室，业主改善洋房诚心出售，拎包入住，,润城东区 -集英街商圈,4室2厅 | 149.7平米 | 南 北 | 其他 | 高楼层(共28层)  | 板塔结合,2人关注 / 11个月以前发布,119,"7,950元/平"
西边西户，视野宽阔，采光充足，期房的价位买现房！,幸福里 -青年城商圈,3室2厅 | 126.54平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,3人关注 / 3个月以前发布,79,"6,244元/平"
板桥小区两室两厅一厨一卫 带一个阁楼,板桥小区 -相国寺商圈,2室2厅 | 66.7平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,28.8,"4,318元/平"
小区路段繁华，房子采光性好，户型格局好,宏泰竹韵邨 -鼎立商圈,3室2厅 | 138.12平米 | 西南 | 其他 | 中楼层(共5层)  | 板塔结合,1人关注 / 4个月以前发布,67.5,"4,888元/平"
此房 精装修 中间楼层 采光通透效果很好,文绣花园 -集英街商圈,3室2厅 | 100平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,77,"7,700元/平"
精装修，着急出售！！！！！！！！！！！！,枫华·金明府 -青年城商圈,4室1厅 | 155平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,3人关注 / 7个月以前发布,120,"7,742元/平"
二师附小家属楼 3室2厅 南 北,二师附小家属楼 -相国寺商圈,3室2厅 | 93.58平米 | 南 北 | 其他 | 高楼层(共4层)  | 暂无数据,5人关注 / 5个月以前发布,42.5,"4,542元/平"
西坡南街5号院 3室2厅 南,西坡南街5号院 -相国寺商圈,3室2厅 | 133.44平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,53,"3,972元/平"
金祥苑 3室2厅 南 北,金祥苑 -集英街商圈,3室2厅 | 146.47平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 12天以前发布,91,"6,213元/平"
步梯三楼房主急卖随时看房随时过户位置好交通方便,一毛家属院 -市政府商圈,2室1厅 | 54平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,0人关注 / 6天以前发布,20,"3,704元/平"
诚售！苹果园低楼层，三室户型，采光好。,苹北小区 -铁塔商圈,3室1厅 | 63.07平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,1人关注 / 一年前发布,26,"4,123元/平"
汉兴路精装3房，3阳台，集中供暖，拎包入住,工商银行家属楼 -市政府商圈,3室2厅 | 107.39平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,46.5,"4,331元/平"
萨拉曼卡三楼 南北双阳台有储藏室,萨拉曼卡 -大王屯商圈,3室2厅 | 104平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,65,"6,250元/平"
西湖畔 开元华庭 装修好步梯三楼,开元华庭 -开元商圈,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 2个月以前发布,113,"9,577元/平"
业主诚心出售星光天地旁鼎立毛坯四室,鼎立国际城A区 -鼎立商圈,4室2厅 | 137.87平米 | 南 东南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,116,"8,414元/平"
大三室房子是一楼，黄河大街北段,夷山花园 -市政府商圈,3室2厅 | 138平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,7人关注 / 5个月以前发布,75,"5,435元/平"
晋安苑小区 2室2厅 东 西,晋安苑小区 -市政府商圈,2室2厅 | 91平米 | 东 西 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 15天以前发布,55,"6,044元/平"
经典四室 可观景  可以随时看房,东方今典御府 -西湖商圈,4室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,7人关注 / 一年前发布,119,"8,500元/平"
集英街三室，户型好，采光好，含储藏室,龙成香榭里花园 -开元商圈,3室2厅 | 122.47平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,72,"5,879元/平"
龙亭后，九鼎，3室中间楼层，带一储藏室，急售,九鼎頌園 -龙亭商圈,3室1厅 | 95平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 15天以前发布,70,"7,369元/平"
生活便利，交通出行无忧，房子新装修，业主诚心出售,金耀绿城 -鼎立商圈,3室2厅 | 116.67平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,75,"6,429元/平"
此房满五不唯一 通风好 生活比较便利 房子是两室的,嘉泰新城 -鼎立商圈,2室2厅 | 72.6平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,10人关注 / 一年前发布,36,"4,959元/平"
全新装修，中 央空调，紧 邻汴西湖，适合养老居住。,碧水蓝城二期 -集英街商圈,3室1厅 | 123.81平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,99,"7,997元/平"
青年城精装三室 南北通透 户型方正,青年城 -青年城商圈,3室1厅 | 82.58平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,1人关注 / 4个月以前发布,68,"8,235元/平"
交通，购物便利，有电梯，楼层好，采光充足,中山大厦 -相国寺商圈,3室2厅 | 122平米 | 北 | 其他 | 中楼层(共16层)  | 暂无数据,2人关注 / 3个月以前发布,48,"3,935元/平"
房子宽敞明亮，小区成熟，交通便利。,和谐家园 -大王屯商圈,3室2厅 | 156.49平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,58,"3,707元/平"
房子楼层好，采光充足，公摊面积小，得房率高,药厂中区家属院 -火车站商圈,2室1厅 | 59.19平米 | 西南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,18,"3,042元/平"
西坡南街5号院 3室2厅 南,西坡南街5号院 -相国寺商圈,3室2厅 | 133.44平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,53,"3,972元/平"
诚售！苹果园低楼层，三室户型，采光好。,苹北小区 -铁塔商圈,3室1厅 | 63.07平米 | 南 北 | 其他 | 中楼层(共4层)  | 暂无数据,1人关注 / 一年前发布,26,"4,123元/平"
金祥苑 3室2厅 南 北,金祥苑 -集英街商圈,3室2厅 | 146.47平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 12天以前发布,91,"6,213元/平"
步梯三楼房主急卖随时看房随时过户位置好交通方便,一毛家属院 -市政府商圈,2室1厅 | 54平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,0人关注 / 6天以前发布,20,"3,704元/平"
萨拉曼卡三楼 南北双阳台有储藏室,萨拉曼卡 -大王屯商圈,3室2厅 | 104平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 9个月以前发布,65,"6,250元/平"
汉兴路精装3房，3阳台，集中供暖，拎包入住,工商银行家属楼 -市政府商圈,3室2厅 | 107.39平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,46.5,"4,331元/平"
户型方正，全明户型，房子干净整洁,嘉泰新城 -鼎立商圈,3室2厅 | 95平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,68,"7,158元/平"
出售龙亭东路延福园建行家属院三室一厅,延福园 -龙亭商圈,3室1厅 | 105.74平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,0人关注 / 6个月以前发布,51.5,"4,871元/平"
东京大道 利居佳苑 成熟商圈 配套完善 步梯三楼低楼层,利居佳苑住宅小区 -鼎立商圈,3室2厅 | 119.76平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,19人关注 / 一年前发布,72,"6,013元/平"
温莎尚郡    124.5平     106万,温莎尚郡 -集英街商圈,3室2厅 | 127.3平米 | 南 北 | 其他 | 高楼层(共23层)  | 板塔结合,10人关注 / 6个月以前发布,102,"8,013元/平"
得胜坊4楼两室两厅精装修带储藏室一间,得胜坊 -顺河商圈,2室2厅 | 91.98平米 | 北 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,47,"5,110元/平"
房东诚心出售手续齐全欢迎大家随时过来看房子业主急售,青年城 -青年城商圈,4室1厅 | 126.76平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,96,"7,574元/平"
带一个20平储藏室，2楼，采光好,陇海花园 -火车站商圈,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,0人关注 / 2个月以前发布,73,"6,637元/平"
宋城路电梯房，采光视野号，可拎包入住，可贷款，,长城雅园 -大王屯商圈,2室2厅 | 102平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,62,"6,079元/平"
英伦春天二楼精装 拎包入住 公摊小得房率高 户型方正,英伦春天 -集英街商圈,2室2厅 | 103.2平米 | 南 北 | 其他 | 中楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,83,"8,043元/平"
楼层好，视野宽阔，采光充足，配套设施齐全,晋河花园 -万达商圈,3室2厅 | 150.86平米 | 南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 一年前发布,79,"5,237元/平"
生活便利，交通出行无忧，房子新装修，业主诚心出售,金耀绿城 -鼎立商圈,3室2厅 | 116.67平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,75,"6,429元/平"
户型方正，有暖气，天然气，生活便利。,龙基花苑 -鼎立商圈,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,77,"5,540元/平"
郑开绿地城二期 3室2厅 南,郑开绿地城二期 -祥符区,3室2厅 | 139平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 13天以前发布,88,"6,331元/平"
精装修，着急出售！！！！！！！！！！！！,枫华·金明府 -青年城商圈,4室1厅 | 155平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,3人关注 / 7个月以前发布,120,"7,742元/平"
二师附小家属楼 3室2厅 南 北,二师附小家属楼 -相国寺商圈,3室2厅 | 93.58平米 | 南 北 | 其他 | 高楼层(共4层)  | 暂无数据,5人关注 / 5个月以前发布,42.5,"4,542元/平"
温莎尚郡 毛坯大三室 两梯两户 双阳台 中间楼层采光好,温莎尚郡 -集英街商圈,3室2厅 | 158.66平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,1人关注 / 5个月以前发布,118,"7,438元/平"
润城小三室集英街生活便利随时看房,润城东区 -集英街商圈,3室2厅 | 92.48平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,5人关注 / 5个月以前发布,71,"7,678元/平"
龙成香榭里户型好，三室两厅，房子干净，可做婚房,龙成香榭里花园 -开元商圈,3室2厅 | 127.92平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,82,"6,411元/平"
安联优悦城 2室1厅 南,安联优悦城 -四季城商圈,2室1厅 | 92.88平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,0人关注 / 8天以前发布,74,"7,968元/平"
青年城精装三室 南北通透 户型方正,青年城 -青年城商圈,3室1厅 | 82.58平米 | 南 北 | 其他 | 低楼层(共24层)  | 板塔结合,1人关注 / 4个月以前发布,68,"8,235元/平"
集英街北段一楼，三室，提前预约随时可看,检察院家属院 -集英街商圈,3室2厅 | 112平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,76.5,"6,831元/平"
此房有本无大税 交通便利 配套齐全 业主诚心出售,新芒果蓝湾国际 -集英街商圈,3室2厅 | 132.07平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 5个月以前发布,97,"7,345元/平"
水岸家园好楼层，精装修，一个大露台。,水岸家园 -集英街商圈,3室2厅 | 103.37平米 | 南 | 其他 | 低楼层(共26层)  | 板楼,2人关注 / 一年前发布,87,"8,417元/平"
西湖翠庭精装修 格局方正 采光好 近西湖,西湖翠庭 -开元商圈,2室2厅 | 89.98平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,1人关注 / 11个月以前发布,59.8,"6,646元/平"
千亩大盘，恒大精装修一日未住，舒适四房，位置很好,开封恒大文化旅游城 -祥符区,4室2厅 | 142.43平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 11天以前发布,125,"8,777元/平"
步梯多层，四楼西边户，3卧室朝南,检察院家属院 -集英街商圈,3室2厅 | 145.11平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,2人关注 / 6个月以前发布,89,"6,134元/平"
康禧苑(龙亭区) 3室2厅 南,康禧苑(龙亭区) -开元商圈,3室2厅 | 157.74平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,92.9,"5,890元/平"
