标题,开发商,房子信息,发布信息,售价/万,单价
阳光六层，精装两居，户型方正，价格美丽,税苑小区 -金桥商圈,2室2厅 | 114.1平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,13人关注 / 10个月以前发布,85,"7,450元/平"
南二环 石羊桥 2号线  郦城商圈 国标两居,二建住宅小区 -石羊桥商圈,2室1厅 | 76.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,65,"8,482元/平"
丰瑞公园1号小高层公摊小中间楼层好房出售,丰瑞公园1号B区 -大学路商圈,3室2厅 | 133平米 | 南 北 | 简装 | 中楼层(共23层)  | 板楼,1人关注 / 4个月以前发布,148,"11,128元/平"
赛罕区金地江山风华小区在线出售,金地江山风华 -金桥商圈,3室1厅 | 125平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,1人关注 / 2个月以前发布,178,"14,240元/平"
六楼带阁楼  利用空间大  小区环境好,弘葉佳園 -金桥商圈,5室3厅 | 202平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,179,"8,862元/平"
业主诚售，电梯房不挡光价格可谈,华渊春晓住宅小区 -金桥商圈,3室2厅 | 156平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板塔结合,8人关注 / 一年前发布,138,"8,847元/平"
南万达 地梯口 步梯中层 纯毛坯 有车库 全天采光,锦秀嘉苑A区 -金桥商圈,4室2厅 | 164.52平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,135,"8,206元/平"
此房满五，格局通透，采光楼层，视野开阔,科技厅住宅楼 -南门外商圈,4室2厅 | 180平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,180,"10,000元/平"
房子楼层高，适合居住，首付不高，采光好，,旺第嘉苑 -金桥商圈,3室1厅 | 150.5平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,158,"10,499元/平"
电梯好楼层  新小区  环境好  配套好,亿利生态城 -金桥商圈,4室2厅 | 173平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,6人关注 / 7个月以前发布,195,"11,272元/平"
怡景萃华林 精装修 国标三居 大露台 有房本能按揭,怡景萃华林 -南茶坊商圈,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 6个月以前发布,130,"10,157元/平"
小区环境 居住环境 物业 都挺好 小区配套 绿化到位,亿利生态城 -金桥商圈,4室2厅 | 199.85平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,4人关注 / 7个月以前发布,240,"12,010元/平"
一带二带小院，三阳卧室，不临街不把边，拎包入住,巨华·巨海城6区 -巨海城商圈,4室2厅 | 224.84平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,1人关注 / 3个月以前发布,480,"21,349元/平"
馨康花园北区 2室2厅 南 北,馨康花园北区 -金桥商圈,2室2厅 | 99平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 塔楼,0人关注 / 3个月以前发布,90,"9,091元/平"
平安家园 3室2厅 南 北,平安家园 -金桥商圈,3室2厅 | 129.88平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,125,"9,625元/平"
简单装修  视野宽阔 采光充足 配套设施齐全,邮电楼 -北垣街商圈,3室2厅 | 128平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 11个月以前发布,153,"11,954元/平"
新小区自带新风系统毛坯房可以自己装修成自己想要风格,亿利生态城 -金桥商圈,3室2厅 | 97.55平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,19人关注 / 6个月以前发布,110,"11,277元/平"
金桥商圈，二环边，毛坯房，单价低，采光无遮挡,呼市工商系统住宅小区 -金桥商圈,3室2厅 | 130.21平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,6人关注 / 5个月以前发布,107,"8,218元/平"
房子精装修，没住过，拎包入住，房本满二，税费低。,华渊春晓住宅小区 -金桥商圈,3室2厅 | 156平米 | 北 南 | 精装 | 低楼层(共17层)  | 板塔结合,1人关注 / 9个月以前发布,152,"9,744元/平"
云中盛景南区 5室2厅 南 北,云中盛景南区 -金桥商圈,5室2厅 | 285平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,21人关注 / 一年前发布,309,"10,843元/平"
装修材料好 采光好 配套设施齐全,科苑佳园 -万锦商圈,3室2厅 | 166平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,135,"8,133元/平"
荣盛楠湖郦舍，国标三居，毛坯房，房本俩年外,荣盛·楠湖郦舍 -南湖商圈,3室1厅 | 107.13平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 3个月以前发布,96,"8,962元/平"
金河湾。南万达，地铁口，滨河湾,金河湾住宅小区 -金桥商圈,3室1厅 | 178.02平米 | 南 | 毛坯 | 中楼层(共21层)  | 板塔结合,4人关注 / 一年前发布,160,"8,988元/平"
赛罕区电梯洋房  毛坯房 可贷款 首付低,华渊春晓住宅小区 -金桥商圈,2室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共7层)  | 板塔结合,0人关注 / 4个月以前发布,135,"10,630元/平"
南万达商圈 恒泰盛都 房本在手 可贷款 毛坯,恒泰盛都 -金桥商圈,3室2厅 | 132.55平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,2人关注 / 一年前发布,132,"9,959元/平"
青城之眼旁边 采光良好 楼层好 人文素质高,云中盛景南区 -金桥商圈,3室2厅 | 153.5平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,30人关注 / 一年前发布,215,"14,007元/平"
巨海城五区一楼带小院毛坯房随意装修 国标户型,巨华巨海城五区 -巨海城商圈,3室2厅 | 135平米 | 南 | 毛坯 | 低楼层(共16层)  | 板楼,3人关注 / 一年前发布,280,"20,741元/平"
赛罕区 南北通透 交通便利 采光好,平安家园 -金桥商圈,3室2厅 | 140.42平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,128,"9,116元/平"
一楼二楼带地下，南北通透，一楼挑高视野好,永泰城·丽景 -金桥商圈,3室2厅 | 260平米 | 南 北 | 简装 | 低楼层(共1层)  | 板楼,0人关注 / 6个月以前发布,500,"19,231元/平"
业主诚信出售 房本在手 看房方便 双阳三居 支持按揭贷,金宇星城 -金桥商圈,3室2厅 | 130.01平米 | 南 北 | 精装 | 低楼层(共21层)  | 暂无数据,4人关注 / 3个月以前发布,160,"12,307元/平"
赛罕区 南万达 金地  景苑佳地 国标三居 运动楼层,景苑佳地 -金桥商圈,3室2厅 | 136.8平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,9人关注 / 6个月以前发布,89,"6,506元/平"
小区环境好 采光好 小区安静 格局好 ，交通方便,学府花园 -南门外商圈,2室2厅 | 101.22平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,138,"13,634元/平"
金桥 滨河路金河湾电梯三居  房本在手可贷款,金河湾住宅小区 -金桥商圈,3室2厅 | 134.11平米 | 南 北 | 精装 | 高楼层(共21层)  | 板塔结合,2人关注 / 一年前发布,162,"12,080元/平"
俪城小区 精装婚房 九成新 两年外房本 可贷款,俪城 -石羊桥商圈,2室1厅 | 104平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,3人关注 / 一年前发布,93,"8,943元/平"
巨海城四区 步梯中间层 精装双阳三居 房本5年外可贷款,巨华巨海城4区 -巨海城商圈,3室2厅 | 140平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,30人关注 / 一年前发布,170,"12,143元/平"
电梯房 出入方便 有房本 前后无遮挡,金城小区 -金桥商圈,3室1厅 | 134.27平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,4人关注 / 一年前发布,138,"10,278元/平"
赛罕区 金桥 金河湾 日报社 凯元广场 南万达,金河湾住宅小区 -金桥商圈,2室1厅 | 91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,85,"9,341元/平"
满五唯一 带车位 中间楼层 采光佳 钥匙在手,万达广场一期 -万达商圈,3室2厅 | 129.7平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,2人关注 / 一年前发布,150,"11,566元/平"
锦绣嘉苑 地铁口 纯毛坯 单价10000 可贷款,锦绣嘉苑 -金桥商圈,3室1厅 | 135平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,135,"10,000元/平"
巨海城十区东区 电梯朝南互型 有房本能贷款 采光好,巨华·巨海城10区东区 -巨海城商圈,5室2厅 | 228平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 一年前发布,290,"12,720元/平"
南北通透格局，楼层好，视野宽阔，交通便利,巨华·巨海城3区 -巨海城商圈,2室2厅 | 104平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,10人关注 / 一年前发布,135,"12,981元/平"
地铁口  康馨家园  3室2厅 127平米 108万,康馨家园 -金桥商圈,3室2厅 | 126.21平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,10人关注 / 一年前发布,91,"7,211元/平"
巨海城五区一楼带小院毛坯房随意装修 国标户型,巨华巨海城五区 -巨海城商圈,3室2厅 | 135平米 | 南 | 毛坯 | 低楼层(共16层)  | 板楼,3人关注 / 一年前发布,280,"20,741元/平"
金桥馨康花园 有初高中一体教育机构,馨康花园北区 -金桥商圈,6室2厅 | 308平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,0人关注 / 一年前发布,190,"6,169元/平"
金桥地铁二号线  终点站   步梯2楼三室两位毛坯房,景观花园 -金桥商圈,3室2厅 | 117平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,103,"8,804元/平"
京能家园 人文素质高 绿化优美,京能家园 -金桥商圈,4室3厅 | 245平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,1人关注 / 一年前发布,255,"10,409元/平"
无遮挡 采光好 大阳台 花园式小区 阳光楼层,检验检疫小区 -南门外商圈,3室2厅 | 131.7平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,6人关注 / 一年前发布,154,"11,694元/平"
地铁口 锦绣嘉苑精装三居 单价低 户型好 有房本能贷款,锦绣嘉苑 -金桥商圈,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,112,"8,960元/平"
地铁口中油呼炼小区 简装两居国标 采光好,中油呼炼小区 -金桥商圈,2室1厅 | 64.14平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,57,"8,887元/平"
运动楼层 地铁口 毛坯三居 双阳卧,华清苑 -金桥商圈,3室2厅 | 122.41平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,16人关注 / 一年前发布,90,"7,353元/平"
南北通透格局，楼层好，小区交通便利。,巨华·巨海城2區 -巨海城商圈,3室2厅 | 138.39平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,3人关注 / 一年前发布,155,"11,201元/平"
巨海城武五区毛坯房采光无遮挡房本在手钥匙房源,巨华巨海城五区 -巨海城商圈,3室2厅 | 155平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,18人关注 / 一年前发布,195,"12,581元/平"
北京四中旁 交通方便可按揭 公摊小,馨康花园北区 -金桥商圈,3室2厅 | 156平米 | 东 西 | 毛坯 | 高楼层(共25层)  | 板楼,42人关注 / 10个月以前发布,98,"6,283元/平"
巨海城三区精装修 三居室 可随时看房 钥匙房源！,巨华·巨海城3区 -巨海城商圈,3室2厅 | 127平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,155,"12,205元/平"
金桥这儿数一数二的小区，小区环境合格，人员素质高,众和家园 -金桥商圈,3室2厅 | 148平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,4人关注 / 11个月以前发布,108,"7,298元/平"
步梯六楼  采光好层高3.2 环境好费用低,税苑小区 -金桥商圈,3室2厅 | 143平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,103,"7,203元/平"
此房满五，格局通透，采光楼层，视野开阔,科技厅住宅楼 -南门外商圈,4室2厅 | 180平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,180,"10,000元/平"
怡景萃华林 精装修 国标三居 大露台 有房本能按揭,怡景萃华林 -南茶坊商圈,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 6个月以前发布,130,"10,157元/平"
中海铂悦府 次新小区 中高层 采光好 随时看房 毛坯房,中海铂悦府 -中海商圈,3室2厅 | 139平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,9人关注 / 4个月以前发布,196,"14,101元/平"
丰瑞公园1号小高层公摊小中间楼层好房出售,丰瑞公园1号B区 -大学路商圈,3室2厅 | 133平米 | 南 北 | 简装 | 中楼层(共23层)  | 板楼,1人关注 / 4个月以前发布,148,"11,128元/平"
南二环 石羊桥 2号线  郦城商圈 国标两居,二建住宅小区 -石羊桥商圈,2室1厅 | 76.64平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,65,"8,482元/平"
金桥地铁二号线  终点站   步梯2楼三室两位毛坯房,景观花园 -金桥商圈,3室2厅 | 117平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,103,"8,804元/平"
业主急售 电梯四居室 随意装修,华福家苑 -金桥商圈,4室2厅 | 174.1平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,13人关注 / 一年前发布,158,"9,076元/平"
平安家园 3室1厅 南 北,平安家园 -金桥商圈,3室1厅 | 140.22平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,4人关注 / 一年前发布,133,"9,486元/平"
飞机户型视野宽阔 全天采光无遮挡随意装,巨华·巨海城8区 -巨海城商圈,3室2厅 | 158平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,15人关注 / 一年前发布,230,"14,557元/平"
出售 玉泉区 电力二区 步梯二楼 陪读 出入方便,电力二区 -嘉茂商圈,2室1厅 | 67.25平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 一年前发布,95,"14,127元/平"
市里头  价格便宜 小区配套齐全 随时看房,坤和尚寓 -八一商圈,3室1厅 | 121.98平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,99,"8,117元/平"
金河湾 国标户型 随意装 视野无遮挡  大三居  河景房,金河湾住宅小区 -金桥商圈,3室1厅 | 153平米 | 南 北 | 毛坯 | 高楼层(共21层)  | 板塔结合,4人关注 / 一年前发布,129,"8,432元/平"
业主诚心出售，赛罕区，凤凰楼层,华福家苑 -金桥商圈,3室2厅 | 159.34平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,176,"11,046元/平"
赛罕区金桥 金河湾住宅 纯毛坯 国标户型 看房方便,金河湾住宅小区 -金桥商圈,4室2厅 | 162.25平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,142,"8,752元/平"
南二环 金桥商圈 可贷款 看房方便,馨康花园北区 -金桥商圈,3室2厅 | 123.55平米 | 东 西 | 毛坯 | 中楼层(共25层)  | 板楼,9人关注 / 一年前发布,110,"8,904元/平"
房子精装修，户型方正，采光好.,馨康花园北区 -金桥商圈,3室2厅 | 126平米 | 北 南 | 精装 | 高楼层(共6层)  | 板楼,43人关注 / 一年前发布,92,"7,302元/平"
赛罕区北京四中 三居带露台 可贷款 华渊春晓旁 滨河湾,濱河灣 -金桥商圈,4室2厅 | 146平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,110,"7,535元/平"
此房，楼层好，采光无遮挡 交通四通八达,云中盛景南区 -金桥商圈,5室2厅 | 283.54平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 暂无数据,30人关注 / 一年前发布,309,"10,898元/平"
业主诚心出售 房本满二 无抵押 可贷款 楼层好,金河湾住宅小区 -金桥商圈,3室2厅 | 127.14平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,13人关注 / 一年前发布,119.8,"9,423元/平"
大平米毛坯房 中间楼层 视野开阔 房子没有贷款,万锦·香韵 -万锦商圈,3室1厅 | 145平米 | 南 北 | 毛坯 | 27层  | 板楼,17人关注 / 一年前发布,164.5,"11,345元/平"
保全庄农贸市场 北京四中 小区自带购物体系 购物方便,馨康花园北区 -金桥商圈,3室1厅 | 119.6平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,102,"8,529元/平"
赛罕区 万锦合泰  毛坯三居 楼层好 看房方便！,万锦领秀2期 -金桥商圈,3室2厅 | 147平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,3人关注 / 6个月以前发布,219,"14,898元/平"
急售 拎包入住，无需改动 五年外房本 ，,爱民小区2号院 -八一商圈,2室2厅 | 99.96平米 | 北 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,91,"9,104元/平"
公元大道 国标三居精装 落地窗 出行方便 可按揭,公元大道 -金川开发区,3室2厅 | 125.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 6个月以前发布,77,"6,114元/平"
南北通透格局好、采光充足、配套设施齐全交通便利,建和家园 -金桥商圈,2室2厅 | 129.5平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,129.5,"10,000元/平"
巨华·巨海城8区 4室2厅 南,巨华·巨海城8区 -巨海城商圈,4室2厅 | 254平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,2人关注 / 4个月以前发布,310,"12,205元/平"
中海铂悦府 次新小区  中间层 全天采光 毛坯房,中海铂悦府 -中海商圈,3室2厅 | 139.34平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,200,"14,354元/平"
