标题,开发商,房子信息,发布信息,售价/万,单价
宝能太古城 4室2厅 南,宝能太古城 -章江新区,4室2厅 | 135平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 3天以前发布,249,"18,445元/平"
海亮天城 5室2厅 南 北,海亮天城 -章江新区,5室2厅 | 150.98平米 | 南 北 | 其他 | 6层  | 板楼 | 联排别墅 ,0人关注 / 24天以前发布,376,"24,904元/平"
万象城旁成熟配套精装三房带车位只要175万,幸福里一期 -章江新区,3室2厅 | 98平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 23天以前发布,175,"17,858元/平"
赣州富人 区之一，品质楼盘值得购,宝能太古城 -章江新区,4室2厅 | 138.8平米 | 西南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 18天以前发布,280,"20,173元/平"
中海品质好服务小区，精装三房，诚意出售,中海国际社区东郡B区 -章江新区,3室2厅 | 119.68平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,0人关注 / 23天以前发布,179.8,"15,024元/平"
恒大帝景 精装三房 绿化好 配套齐全,恒大帝景珑珺苑 -黄金开发区,3室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共19层)  | 板楼,0人关注 / 18天以前发布,180,"14,063元/平"
万达广场 滨江公园旁 上上城 精装四房 诚意出售,汉泰·上上城 -黄金开发区,4室2厅 | 115.81平米 | 南 北 | 其他 | 高楼层(共22层)  | 塔楼,0人关注 / 1个月以前发布,174.8,"15,094元/平"
章江新区大两房，房东诚意出售，拎包入住,華城名苑 -章江新区,2室2厅 | 107平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 25天以前发布,120,"11,215元/平"
老城区正规2房，总价低，楼层好！,花生坪2号 -老城区,2室2厅 | 73.34平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 25天以前发布,39,"5,318元/平"
成熟社区 配套设施完善 绿化高 物业管理规范,中海国际社区华府 -章江新区,2室2厅 | 88.94平米 | 南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 18天以前发布,118,"13,268元/平"
黄金花园西区 2室1厅 南,黄金花园西区 -黄金开发区,2室1厅 | 80平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 29天以前发布,78,"9,750元/平"
公园壹号 4室2厅 南,公园壹号 -章江新区,4室2厅 | 138.57平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,1人关注 / 30天以前发布,230,"16,599元/平"
银庭花园 3室2厅 南,银庭花园 -章江新区,3室2厅 | 130平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 31天以前发布,155,"11,924元/平"
经开区  保利嘉福心语 四房二厅二卫的毛坯房,保利嘉福心语 -黄金开发区,4室1厅 | 124平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 19天以前发布,130,"10,484元/平"
南河大桥旁 金龙花园小区 正规3房 大阳台 可按揭,金龍花園 -老城区,3室2厅 | 137.96平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 20天以前发布,90,"6,524元/平"
张家围  单位房 大三房 房东保护的很好,张家围29-90号 -老城区,3室2厅 | 131.73平米 | 南 | 其他 | 中楼层(共6层)  | 平房,0人关注 / 26天以前发布,99,"7,516元/平"
宝能太古城 精装4房 全新装修 未入住,宝能太古城 -章江新区,4室2厅 | 139平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 28天以前发布,288,"20,720元/平"
万象城旁成熟配套精装三房带车位只要175万,幸福里一期 -章江新区,3室2厅 | 98平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 23天以前发布,175,"17,858元/平"
海亮天城 5室2厅 南 北,海亮天城 -章江新区,5室2厅 | 150.98平米 | 南 北 | 其他 | 6层  | 板楼 | 联排别墅 ,0人关注 / 24天以前发布,376,"24,904元/平"
联发雍榕华府 4室2厅 南,联发雍榕华府 -章江新区,4室2厅 | 143平米 | 南 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 25天以前发布,234,"16,364元/平"
金凤梅园旁 精装修复式6房5卫 看房方便,隐龙山庄 -黄金开发区,6室3厅 | 262平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 19天以前发布,200,"7,634元/平"
首付3万 步步高商圈 小区好停车 采光充足 视野开阔,建设花园 -老城区,3室2厅 | 133.7平米 | 南 | 其他 | 高楼层(共8层)  | 塔楼,0人关注 / 20天以前发布,78,"5,834元/平"
万象城旁，精装三房，带车位，诚意出售。,幸福里一期 -章江新区,3室2厅 | 98平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,0人关注 / 22天以前发布,170,"17,347元/平"
健康路房东直卖 有院子 好停车 楼层好,健康路22号 -老城区,2室2厅 | 78.59平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 29天以前发布,49,"6,235元/平"
文清路九曲巷正规2房36万诚意出售,新赣南路社区 -老城区,2室1厅 | 64.14平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 28天以前发布,36,"5,613元/平"
此房户型方正，电梯房，高楼层。精装修,客家苑 -黄金开发区,3室1厅 | 66.35平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 30天以前发布,65,"9,797元/平"
赣州中 ，学旁，契税满2年，精装拎包入住 急售,恒大翡翠华庭二期 -章江新区,3室2厅 | 126.7平米 | 东南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 25天以前发布,189.9,"14,989元/平"
万象城旁 精装三房 拎包入住 户型方正 视野采光好！,恒大帝景 -黄金开发区,3室2厅 | 126.86平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 25天以前发布,198,"15,608元/平"
诚意出售，可拎包入住，视野开阔，一线江景，带露台,金海岸花园 -老城区,4室3厅 | 176.63平米 | 南 北 | 其他 | 高楼层(共9层)  | 板楼,0人关注 / 22天以前发布,125,"7,077元/平"
赣州安居小区 2室1厅 南,赣州安居小区 -章江新区,2室1厅 | 98平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 25天以前发布,55,"5,613元/平"
毅德融城 4室1厅 东南,毅德融城 -蓉江新区,4室1厅 | 122.69平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 25天以前发布,106,"8,640元/平"
第五大道 5室2厅 南,第五大道 -章江新区,5室2厅 | 150.62平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,1人关注 / 29天以前发布,255,"16,931元/平"
户型格局好，楼层好，视野开阔，采光充足，配套设施齐,幸福里三期 -章江新区,3室2厅 | 89平米 | 南 北 | 其他 | 高楼层(共34层)  | 板塔结合,0人关注 / 19天以前发布,150,"16,854元/平"
雍晟状元府邸 3室2厅 南,雍晟状元府邸 -章江新区,3室2厅 | 132平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 25天以前发布,213.8,"16,197元/平"
呈祥·中央首府 3室2厅 南,呈祥·中央首府 -章江新区,3室2厅 | 89.68平米 | 南 | 其他 | 高楼层(共23层)  | 板楼,1人关注 / 28天以前发布,139,"15,500元/平"
中廷广场 3室2厅 南,中廷广场 -章江新区,3室2厅 | 91平米 | 南 | 其他 | 中楼层(共30层)  | 板塔结合,0人关注 / 22天以前发布,110,"12,088元/平"
三和悦城 3室2厅 南,三和悦城 -章江新区,3室2厅 | 118.59平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,168,"14,167元/平"
成熟小区，位置路段好，入住率高，设施齐全,恒大悦府 -黄金开发区,4室2厅 | 141.94平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 20天以前发布,158,"11,132元/平"
本房很好看江江风吹的也是很舒服楼层不高比较接地气,帝怡江景 -黄金开发区,5室3厅 | 305平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,0人关注 / 30天以前发布,290,"9,509元/平"
央企华润新小区思源湿地公园旁4房,万橡府 -赣县区,4室2厅 | 132.51平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 26天以前发布,120,"9,056元/平"
此房楼层好，采光充足，户型方正，交通便利，出行方便,保利嘉福心语 -黄金开发区,5室2厅 | 153平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 28天以前发布,139,"9,085元/平"
此房业主诚意出售 视野开阔采光好，楼层好,云星中央星城 -章江新区,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 24天以前发布,168,"15,556元/平"
全线江景，有小区好停车，正规4房，小区环境优美！,蔚蓝半岛小区 -老城区,4室2厅 | 157平米 | 东南 南 | 其他 | 高楼层(共13层)  | 塔楼,1人关注 / 27天以前发布,141.9,"9,039元/平"
保利联发·康桥 3室2厅 南,保利联发·康桥 -黄金开发区,3室2厅 | 91.4平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 17天以前发布,144,"15,755元/平"
嘉福品质好房经典4房好楼层只要230万，诚意出售,嘉福尚江府 -黄金开发区,4室2厅 | 136平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 27天以前发布,230,"16,912元/平"
中创水韵春天 3室2厅 南,中创水韵春天 -章江新区,3室2厅 | 82.56平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 21天以前发布,128,"15,504元/平"
万橡府  中楼层  业主诚意放售,万橡府 -赣县区,3室2厅 | 119.71平米 | 南 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 29天以前发布,95,"7,936元/平"
劲嘉山与城 3室2厅 南 北,劲嘉山与城 -黄金开发区,3室2厅 | 126.85平米 | 南 北 | 其他 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,116,"9,145元/平"
铭欣华府 2室1厅 南,铭欣华府 -黄金开发区,2室1厅 | 85.25平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,92,"10,792元/平"
精装修 保养新 楼层好 视野开阔 采光充足，看房方便。,丽水华庭 -章江新区,3室2厅 | 136.82平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 30天以前发布,122,"8,917元/平"
此房业主诚意出售 视野开阔采光好，楼层好,中海凯旋门 -章江新区,3室2厅 | 89.42平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 23天以前发布,168,"18,788元/平"
牡丹亭大4房 视野开阔 前后无遮挡 交通便利,星洲湾九境 -黄金开发区,4室2厅 | 152.31平米 | 南 | 其他 | 高楼层(共23层)  | 暂无数据,0人关注 / 20天以前发布,212,"13,919元/平"
楼层好，视野宽阔，采光充足，配套设施齐全，交通便利,盛唐嘉苑 -章江新区,3室2厅 | 137平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 27天以前发布,210,"15,329元/平"
房屋配套设施齐全，地理位置优越，生活舒适，交通便利,万盛 -章江新区,3室2厅 | 135平米 | 南 | 其他 | 高楼层(共5层)  | 板塔结合,0人关注 / 28天以前发布,150,"11,112元/平"
章江南苑 2室2厅 南,章江南苑 -章江新区,2室2厅 | 70平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼,0人关注 / 28天以前发布,85,"12,143元/平"
中海国际社区锦园 3室1厅 南,中海国际社区锦园 -章江新区,3室1厅 | 111平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 25天以前发布,160,"14,415元/平"
万橡府  中楼层，安静，契税满二,万橡府 -赣县区,3室2厅 | 119.2平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 20天以前发布,97,"8,138元/平"
上院东郡 3室2厅 南,上院东郡 -赣县区,3室2厅 | 108.26平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,99,"9,145元/平"
章江新区，海亮天城，正规四房，业主诚售,海亮天城 -章江新区,4室2厅 | 125平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 28天以前发布,198,"15,840元/平"
江湾一号 2室1厅 南,江湾一号 -站北区,2室1厅 | 83.99平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 28天以前发布,92,"10,954元/平"
央企保利新小区思源湿地公园旁3房,保利嘉福领秀山 -赣县区,3室2厅 | 125.22平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 24天以前发布,94.8,"7,571元/平"
章贡区九里峰山花语林76户型毛坯两房中高楼层,九里峰山花语林 -蓉江新区,2室2厅 | 76.75平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 18天以前发布,65,"8,470元/平"
云星中央星城 2室2厅 南,云星中央星城 -章江新区,2室2厅 | 88.97平米 | 南 | 其他 | 高楼层(共29层)  | 板塔结合,0人关注 / 28天以前发布,126,"14,163元/平"
笋盘推荐！蓉江新区商都嘉园通透4房,商都嘉园 -蓉江新区,4室2厅 | 143.84平米 | 西南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 25天以前发布,108,"7,509元/平"
万新集团商住楼小区 3室2厅 南 北,万新集团商住楼小区 -老城区,3室2厅 | 130.77平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 27天以前发布,78,"5,965元/平"
圣地亚哥 3室1厅 南 北,圣地亚哥 -黄金开发区,3室1厅 | 135.82平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 23天以前发布,185,"13,621元/平"
五洲花苑 3室2厅 南,五洲花苑 -站北区,3室2厅 | 122平米 | 南 | 其他 | 低楼层(共14层)  | 塔楼,0人关注 / 22天以前发布,76,"6,230元/平"
央企保利新小区思源湿地公园旁3房,保利嘉福领秀山 -赣县区,3室2厅 | 125.22平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 24天以前发布,94.8,"7,571元/平"
江湾一号 2室1厅 南,江湾一号 -站北区,2室1厅 | 83.99平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 28天以前发布,92,"10,954元/平"
万橡府  中楼层，安静，契税满二,万橡府 -赣县区,3室2厅 | 119.2平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 20天以前发布,97,"8,138元/平"
上院东郡 3室2厅 南,上院东郡 -赣县区,3室2厅 | 108.26平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,99,"9,145元/平"
九里峰山花语林 3室2厅 南,九里峰山花语林 -蓉江新区,3室2厅 | 128平米 | 南 | 其他 | 高楼层(共27层)  | 板楼,0人关注 / 17天以前发布,100,"7,813元/平"
中海凯旋门精装三房108平，刚需很合适,中海凯旋门 -章江新区,3室1厅 | 108平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 23天以前发布,179.5,"16,621元/平"
章贡区九里峰山花语林76户型毛坯两房中高楼层,九里峰山花语林 -蓉江新区,2室2厅 | 76.75平米 | 南 | 毛坯 | 高楼层(共27层)  | 板楼,0人关注 / 18天以前发布,65,"8,470元/平"
云星中央星城 2室2厅 南,云星中央星城 -章江新区,2室2厅 | 88.97平米 | 南 | 其他 | 高楼层(共29层)  | 板塔结合,0人关注 / 28天以前发布,126,"14,163元/平"
正荣·悦玺 4室2厅 南,正荣·悦玺 -蓉江新区,4室2厅 | 143平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 26天以前发布,176,"12,308元/平"
金鹏怡和园 4室2厅 南,金鹏怡和园 -章江新区,4室2厅 | 144平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 19天以前发布,175,"12,153元/平"
银顶花园 坐北朝南 视野开阔 全天日照 交通便利,银顶花園 -老城区,3室1厅 | 94.11平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 23天以前发布,80,"8,501元/平"
赣江路赣州府正规三房诚意出售毛坯房,赣州府 -老城区,3室1厅 | 89.31平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,85,"9,518元/平"
名特优小区 4室2厅 南,名特优小区 -南康区,4室2厅 | 150平米 | 南 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 17天以前发布,78.9,"5,260元/平"
小区居住舒适，双阳台，空气对流，,国际时代广场 -老城区,3室2厅 | 139平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 30天以前发布,120,"8,634元/平"
张家围旺达广场旁 常青小区 中间楼层采光好停车，,常青小区 -老城区,3室2厅 | 133平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 27天以前发布,106,"7,970元/平"
南康区火车站旁边金龙小区楼梯房,金龙小区 -南康区,3室2厅 | 112平米 | 东南 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 17天以前发布,45,"4,018元/平"
江山里澜湾 4室2厅 南,江山里澜湾 -章江新区,4室2厅 | 137.87平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 21天以前发布,195,"14,144元/平"
小区绿化高居住舒适高楼层好阳光好,恒大名都 -站北区,3室1厅 | 106平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 18天以前发布,123,"11,604元/平"
精装修拎包入住 业主诚意出售 ，中航物业有保障,桃李春天 -黄金开发区,4室2厅 | 131.5平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 16天以前发布,139.9,"10,639元/平"
品质小区 通透户型 采光充足 视野开阔 配套设施齐全,中海凯旋门 -章江新区,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 18天以前发布,150,"16,854元/平"
金科集美公馆  中楼层  视野好  契税满二,金科集美公馆 -赣县区,4室2厅 | 126平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 17天以前发布,108,"8,572元/平"
视野开阔一线江景看花园安静不吵，小区新，绿化高达40,联发雍榕华府 -章江新区,3室2厅 | 104平米 | 东南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 20天以前发布,153,"14,712元/平"
