标题,开发商,房子信息,发布信息,售价/万,单价
13年新社区，小区管理严格，户型方正，出行便利,建华温泉公寓二区 -五一广场,3室1厅 | 105.51平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 塔楼,2人关注 / 一年前发布,375,"35,542元/平"
金山桥头，社区中芯，电梯房，端头，三阳台，看房方便,金山明珠 -金山大道,4室3厅 | 158.81平米 | 西南 | 精装 | 中楼层(共9层)  | 板楼,9人关注 / 一年前发布,325,"20,465元/平"
此房为复式  使用面积达300+,富贵天成 -三叉街,4室2厅 | 192.8平米 | 南 | 精装 | 高楼层(共6层)  | 平房,3人关注 / 8个月以前发布,360,"18,673元/平"
王庄板块，紫阳地铁口，福临东城 居家八房 带大露台,福临东城 -王庄,8室4厅 | 194.82平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,12人关注 / 一年前发布,388,"19,916元/平"
建发领域 类独栋 东端头带大草地 满两年无欠款 诚意卖,建发领域 -荆溪,5室2厅 | 360.89平米 | 东 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 4个月以前发布,960,"26,601元/平"
金山稀有电梯改善房，房东诚意出售,龙凤苑2 -榕城广场,4室2厅 | 151.96平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 一年前发布,339,"22,309元/平"
福马路五里亭09年花园社区 日出印象 大户型可三代同堂,日出印象 -福马路,5室2厅 | 186.16平米 | 西南 北 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 4个月以前发布,498,"26,752元/平"
花园社区，顶层复式，带露台，满五年，税费低，6房,实华蓝湾雅境 -鼓山新东区,6室3厅 | 200.13平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,399,"19,938元/平"
金山大道，闽江春晓，居家4房，端头3面采光，居住舒适,闽江春晓 -榕城广场,4室2厅 | 154.74平米 | 东 南 北 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 一年前发布,415,"26,820元/平"
锦绣花园五房两厅两卫 户型好 利用率高,锦绣花园 -福清市,5室2厅 | 167.77平米 | 西 | 简装 | 低楼层(共12层)  | 暂无数据,7人关注 / 一年前发布,142,"8,464元/平"
中高层视野，南北通透，背山面江。,丽景东方 -福清市,4室2厅 | 142.43平米 | 南 北 | 简装 | 中楼层(共12层)  | 暂无数据,0人关注 / 3个月以前发布,152,"10,672元/平"
长山碧水，精装修电梯房，153平+大露台+26平杂物间,长山碧水 -长乐城区,4室2厅 | 153.11平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,264,"17,243元/平"
三无，低总价，在长山湖，，凯升小区 你们会喜欢么？,凯升花园 -长乐城区,4室0厅 | 150平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,174,"11,600元/平"
玫瑰园五室两厅两卫三阳一厨，品味装修,玫瑰园 -福清市,5室2厅 | 170.73平米 | 东 | 其他 | 低楼层(共8层)  | 暂无数据,2人关注 / 6个月以前发布,123,"7,205元/平"
顶层复式，保养新，精装5房，新乐花园，拎包即住,新乐花园 -长乐城区,5室2厅 | 191.64平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,190,"9,915元/平"
宏航新城  楼层好 18年重新装修   目前装修保持好,宏航新城 -长乐城区,4室2厅 | 160.92平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,1人关注 / 1个月以前发布,159,"9,881元/平"
金山小，复式楼带露台，三代同堂，视野开阔,金山明星 -金山大道,5室2厅 | 181平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,29人关注 / 一年前发布,363,"20,056元/平"
日韵东方 独栋别墅 实用面积达到1700平 售1800万,日韵东方 -长乐城区,6室2厅 | 616.96平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,0人关注 / 11个月以前发布,1790,"29,014元/平"
融信第一城，大五房，楼梯中层，居家装修，三面采光,融信第一城 -金山大道,5室2厅 | 151.9平米 | 西南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,283,"18,631元/平"
大面积   采光好   房东人也好   出行方便,百花新苑二区 -浦上大道（金山万达）,4室1厅 | 120平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼,3人关注 / 一年前发布,220,"18,334元/平"
凯景新天地高楼层复式精装有车位,凯景新天地 -福清市,5室2厅 | 257.88平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,379,"14,697元/平"
复式金山桥头大润发香江明珠7室,香江明珠 -金山大道,7室3厅 | 226.26平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,33人关注 / 一年前发布,386,"17,061元/平"
鼓楼西 中铁城 精装四房 未入住 通透宜居,中铁城吉第二期 -荆溪,4室2厅 | 118.49平米 | 西南 | 精装 | 高楼层(共25层)  | 板塔结合,1人关注 / 一年前发布,168,"14,179元/平"
花了70万元的装修，王庄片区高档住宅,福晟钱隆大第 -王庄,4室2厅 | 168.38平米 | 东南 北 | 精装 | 低楼层(共27层)  | 板塔结合,4人关注 / 一年前发布,628,"37,297元/平"
南北通透，电梯高层，采光好，大四房，商品房，茶城,江南名城 -金山大道,4室2厅 | 134.85平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,7人关注 / 4个月以前发布,265,"19,652元/平"
百合苑电梯高层，大润发旁，视野好，采光好，户型方正,百合苑 -榕城广场,5室2厅 | 169平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,1人关注 / 5个月以前发布,429,"25,385元/平"
金山榕城广场，电梯大平层 有居家装修，金小 金中,醉棠苑 -榕城广场,4室2厅 | 177.61平米 | 东南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,439,"24,718元/平"
金辉金域蓝湾 4室2厅 南 北,金辉金域蓝湾 -浦上大道（金山万达）,4室2厅 | 102.44平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,280,"27,334元/平"
融信第一城，大五房，楼梯中层，居家装修，三面采光,融信第一城 -金山大道,5室2厅 | 151.9平米 | 西南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,283,"18,631元/平"
塔头2015年品质社区东端头大平层 精装近200W,世欧澜山 -塔头,4室2厅 | 241.58平米 | 东 东南 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,880,"36,427元/平"
名城国际 江景房 精装大四房 高层视野 保持新 拎包住,名城国际 -江滨东大道(快安）,4室2厅 | 178.89平米 | 东南 | 精装 | 中楼层(共36层)  | 塔楼,0人关注 / 5个月以前发布,370,"20,684元/平"
金山桥头，三层复式楼，中厅位置，大厅挑高,骏夷花园 -金山大道,5室3厅 | 186.8平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,28人关注 / 7个月以前发布,360,"19,272元/平"
浦上万达边，天鹅湾复式，6房使用面积大，端头采光,天鹅湾 -浦上大道（金山万达）,6室2厅 | 170.78平米 | 西南 | 精装 | 高楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,498,"29,161元/平"
联排别墅，一共七层，带两个车位，还有花园和露台,宏利麒麟山庄 -长乐城区,6室2厅 | 290.32平米 | 东南 | 精装 | 低楼层(共1层)  | 暂无数据,0人关注 / 4个月以前发布,380,"13,090元/平"
全景西湖，大阳台，电梯房，户型好南北通透,闽发西湖广场 -左海西湖,4室2厅 | 170.9平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,2人关注 / 10个月以前发布,870,"50,907元/平"
低公摊、万达旁次新社区、4房2厅2卫、高层视野好,康桥丹堤 -福州高新区,4室2厅 | 118.25平米 | 东南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,215,"18,182元/平"
城市之春  210平  360万  高层  精装修,城市之春 -长乐城区,4室2厅 | 210.88平米 | 东南 | 精装 | 高楼层(共12层)  | 暂无数据,0人关注 / 7个月以前发布,360,"17,072元/平"
部队干休所，东端头3房，东南北三面采光，全明结构,马鞍军休所 -铜盘路（软件园）,3室2厅 | 97.72平米 | 东南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 1个月以前发布,190,"19,444元/平"
地铁口，大复式楼，带2个露台！实木精装修，5房,花好月圆 -金山大道,5室2厅 | 119.77平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,12人关注 / 9个月以前发布,245,"20,456元/平"
融信宽域；一梯两户；南北朝向；业主装修保持新；舒适,融信宽域 -金山大道,4室2厅 | 127.75平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 1个月以前发布,320,"25,049元/平"
鼓楼单位宿舍，已经加装电梯，大3房2卫生间，停车方便,司法厅宿舍 -大儒世家,3室2厅 | 99.96平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,266,"26,611元/平"
桥头堡居家三房带电梯，全新社区,博仕后公馆 -上街,3室1厅 | 74.1平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,18人关注 / 一年前发布,145,"19,569元/平"
大学城 精装4房 中间楼层 满二无欠,中美小区 -闽侯大学城,4室1厅 | 108.17平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,4人关注 / 5个月以前发布,122.5,"11,325元/平"
居家三房、满两年、可拎包入住、70年住宅,阳光理想城香草天空揽香 -上街,3室1厅 | 89.44平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 5个月以前发布,147,"16,436元/平"
名城银河湾，一线朝南，江景大平层,名城银河湾 -江滨东大道(快安）,6室2厅 | 296.1平米 | 南 | 精装 | 低楼层(共42层)  | 板楼,0人关注 / 3个月以前发布,799,"26,985元/平"
桔园州桥头，有证可过户，南北通透大3房2厅，建平小区,建平小区 -上街,3室2厅 | 105平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,123人关注 / 一年前发布,105,"10,000元/平"
玫瑰园五室两厅两卫三阳一厨，品味装修,玫瑰园 -福清市,5室2厅 | 170.73平米 | 东 | 其他 | 低楼层(共8层)  | 暂无数据,2人关注 / 6个月以前发布,123,"7,205元/平"
锦绣花园五房两厅两卫 户型好 利用率高,锦绣花园 -福清市,5室2厅 | 167.77平米 | 西 | 简装 | 低楼层(共12层)  | 暂无数据,7人关注 / 一年前发布,142,"8,464元/平"
中高层视野，南北通透，背山面江。,丽景东方 -福清市,4室2厅 | 142.43平米 | 南 北 | 简装 | 中楼层(共12层)  | 暂无数据,0人关注 / 3个月以前发布,152,"10,672元/平"
桥头堡居家三房带电梯，全新社区,博仕后公馆 -上街,3室1厅 | 74.1平米 | 南 北 | 简装 | 低楼层(共32层)  | 板塔结合,18人关注 / 一年前发布,145,"19,569元/平"
全景西湖，大阳台，电梯房，户型好南北通透,闽发西湖广场 -左海西湖,4室2厅 | 170.9平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,2人关注 / 10个月以前发布,870,"50,907元/平"
金山碧水一期友兰苑，鸟语花香社区，地铁口旁,友兰苑 -榕城广场,4室2厅 | 203平米 | 东南 | 精装 | 高楼层(共5层)  | 板楼,15人关注 / 一年前发布,435,"21,429元/平"
钱塘屏东 单位四房 出门就是公园 生活便利,食用菌单位宿舍 -左海西湖,4室2厅 | 106.96平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,378,"35,341元/平"
中庚城大四房居家精装修可直接住南北通电梯中层不沿街,中庚城西区 -榕城广场,4室2厅 | 179.98平米 | 东南 南 北 | 精装 | 中楼层(共36层)  | 板楼,4人关注 / 5个月以前发布,525,"29,170元/平"
福新路 晋安区委旁 居家装修大三房 连体12米阳台,长安新城 -福新路,4室2厅 | 116.5平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,6人关注 / 5个月以前发布,195,"16,739元/平"
此房为复式房，居家装，带露台，南北通透,井源居 -福新路,5室3厅 | 164.76平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,327,"19,848元/平"
五一广场旁东水路板块大面积户型方正带电梯社区管理,闽发世家 -五一广场,4室2厅 | 184.36平米 | 南 | 简装 | 中楼层(共26层)  | 暂无数据,1人关注 / 8个月以前发布,619,"33,576元/平"
现代风格精装修 干净整洁 视野好 好不好来看就知道,世欧王庄城B区 -王庄,4室2厅 | 158.89平米 | 南 西南 北 | 精装 | 高楼层(共55层)  | 板塔结合,0人关注 / 2个月以前发布,570,"35,874元/平"
东街地铁口 达明小旁 框架3房 入读十八中 交通方便,达明新村 -东街口,3室2厅 | 93.14平米 | 东 西 | 简装 | 中楼层(共7层)  | 平房,0人关注 / 1个月以前发布,280,"30,063元/平"
省体4房朝南 | 加装电梯中层 | 1梯1户 |东边户采光好,五四路287号 -省体湖前,4室2厅 | 141平米 | 东南 北 | 简装 | 中楼层(共8层)  | 平房,10人关注 / 5个月以前发布,343.8,"24,383元/平"
低公摊、万达旁次新社区、4房2厅2卫、高层视野好,康桥丹堤 -福州高新区,4室2厅 | 118.25平米 | 东南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,215,"18,182元/平"
联排别墅，一共七层，带两个车位，还有花园和露台,宏利麒麟山庄 -长乐城区,6室2厅 | 290.32平米 | 东南 | 精装 | 低楼层(共1层)  | 暂无数据,0人关注 / 4个月以前发布,380,"13,090元/平"
城市之春  210平  360万  高层  精装修,城市之春 -长乐城区,4室2厅 | 210.88平米 | 东南 | 精装 | 高楼层(共12层)  | 暂无数据,0人关注 / 7个月以前发布,360,"17,072元/平"
部队干休所，东端头3房，东南北三面采光，全明结构,马鞍军休所 -铜盘路（软件园）,3室2厅 | 97.72平米 | 东南 北 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 1个月以前发布,190,"19,444元/平"
电梯房，南北通透，采光充足，近距离斗门,菁华领第 -火车站,6室1厅 | 104平米 | 南 北 | 简装 | 低楼层(共10层)  | 暂无数据,0人关注 / 1个月以前发布,255,"24,520元/平"
斗门地铁口 电梯大四房带车位使用面积200平上闽城小区,闽城小区 -火车站,5室2厅 | 170.86平米 | 东 南 北 | 精装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,335,"19,607元/平"
融侨城3-2-1-2 130.95m² 206万,融侨城 -福清市,3室2厅 | 130.95平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,180,"13,746元/平"
中庚城，地铁5 站在自家阳台享受100亩公园，心旷神怡,中庚城二期 -榕城广场,4室2厅 | 205平米 | 南 西南 西 | 精装 | 中楼层(共37层)  | 板楼,0人关注 / 4个月以前发布,600,"29,269元/平"
金海大厦  产权153平方 总价140万,金海大厦 -马尾市区,4室2厅 | 153.12平米 | 东南 | 精装 | 高楼层(共19层)  | 塔楼,3人关注 / 一年前发布,140,"9,144元/平"
洪山桥头 框架精装3房 端头户型 单价总价低,高安里新村 -西江滨,3室2厅 | 92.47平米 | 南 北 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,177,"19,142元/平"
居家三房、满两年、可拎包入住、70年住宅,阳光理想城香草天空揽香 -上街,3室1厅 | 89.44平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 5个月以前发布,147,"16,436元/平"
阳光城精装修大三房，使用面积多，户型好，大阳台,阳光理想城香草天空揽香 -上街,3室2厅 | 76.5平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,67人关注 / 一年前发布,110,"14,380元/平"
3层别墅精装修，总价510万入住红树林,泰禾红树林 -金山奥体,5室2厅 | 167平米 | 南 | 精装 | 低楼层(共2层)  | 板塔结合,1人关注 / 5个月以前发布,510,"30,539元/平"
满5年不唯一，电梯3房板状，南北通透，采光充足,蔚蓝国际(鼓楼区) -五四路（温泉公园）,4室2厅 | 173平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,1060,"61,272元/平"
省直湖前二期   准电梯  4房 居家装  用3房的钱买4房,省直机关湖前住宅区 -省体湖前,4室2厅 | 111.51平米 | 东南 北 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 3个月以前发布,243.8,"21,864元/平"
世欧上江城，沿江社区复式大四房，东端头，使用面积大,世欧上江城A区 -南江滨,4室2厅 | 147.03平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,3人关注 / 一年前发布,498,"33,871元/平"
森林公园 高品质小区 天然氧吧 古榕花园,古榕花园 -五四北,5室3厅 | 243.26平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,4人关注 / 一年前发布,715,"29,393元/平"
省图书馆 外墙贴砖 居家四房 东南北三面采光 商品房的,馨泉公寓 -五四路（温泉公园）,4室2厅 | 147.4平米 | 东 南 东北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,445,"30,190元/平"
